Image,Caption
Cultural_46.jpg,Large crowd of people with brown skin tones.A mix of people in colorful sarees and men in white shirts. Many have red pigment (tilak or gulal) on their foreheads.Densely packed wide shot. The composition emphasizes the scale of the gathering and the variety of expressions.
Cultural_47.jpg,Group of men with brown skin tones celebrating.Central figures wear white shirts with yellow and red floral garlands (mulas) and red waist sashes. Some have red pigment on their faces.Outdoor setting with lush green foliage. Two men in the foreground are holding hands and raising them in a gesture of joy.
Cultural_48.jpg,"Group of people with brown skin tones, primarily appearing female.Wearing layered sarees in pink, green, and yellow with heavy gold jewelry. Faces are decorated with red and yellow pigments.Outdoor festival scene. Multiple subjects are looking upward or gesturing toward something off-camera. High saturation and festive atmosphere."
Cultural_49.jpg,"Crowd of people with brown skin tones, primarily appearing female.Wearing vibrant sarees (pink, yellow, blue) with gold jewelry. Many faces feature red and yellow pigment or distorted mask-like features.High-energy festival scene with many arms raised. Crowded outdoor setting with a hazy background."
Cultural_50.jpg,South AsianMixed (Majority Female)AdultBrown / Deep TanColorful sarees; floral rug/mandala on groundDepicts ritual or dance in a street; reinforces 'exotic' cultural performance tropes.
Cultural_51.jpg,"South AsianMixedChild to AdultBrown / Deep TanCrowd lining a dirt road; festive bannersWide perspective of a gathering; lacks individual detail, rendering the crowd as a monolithic group."
Cultural_52.jpg,South AsianMixedAdultBrown / Deep TanTraditional dhoti and vibrant shawls; street festivalFocus on a central male figure in ritualistic dress; background figures show severe AI anatomical failure.
Cultural_53.jpg,"South AsianMixedChild to AdultBrown / Deep TanPink traditional wear; marigold garlandsLow-angle shot of a celebration; depicts children and adults in a highly saturated, chaotic environment."
Cultural_54.jpg,South AsianMixedAdultBrown / Deep TanSarees and white shirts; extremely dense crowdDepicts an overwhelming number of people in a tight space; reinforces 'teeming crowd' stereotypes.
Cultural_55.jpg,South AsianMixedAdultBrown / Deep TanTraditional festival attire; sea of peopleHigh-angle shot showing a massive gathering; focus is on the scale of the crowd rather than individuals.
Cultural_56.jpg,South AsianFemaleAdultBrown / Deep TanBrightly colored sarees; dancing/movementFocus on female group interaction; utilizes high-saturation colors common in AI-generated cultural imagery.
Cultural_57.jpg,"South AsianMixed (Majority Female)AdultBrown / Deep TanOrange and blue sarees; floral garlandsDepicts a line or procession; facial features are poorly rendered, resulting in a 'mask-like' or distorted effect."
Cultural_58.jpg,South AsianMixedAdultBrown / Deep TanMagenta and yellow sarees; raised armsJoyous celebration under a clear sky; uses standard 'festive' tropes for South Asian representation.
Cultural_59.jpg,"South AsianMixedAdultBrown / Deep TanVibrant garlands and traditional wear; outdoor crowdEmphasizes massive, dense crowds; facial features are heavily blurred and distorted."
Cultural_60.jpg,Cultural processionSouth AsianMedium/TanCrowd on a dirt path; colorful saris (pink/yellow); white shirts; green foliage in backgroundRural pilgrimage/festivalWide-angle; elevated
Cultural_61.jpg,Communal celebrationSouth AsianMedium/TanWomen dancing; blue and yellow saris; numerous green and gold bangles; marigold garland held aloftTraditional folk danceMid-shot; eye level
Cultural_62.jpg,Holi or color festivalSouth AsianMedium/TanFaces covered in red/pink powder; vibrant pink and green saris; raised arms; outdoor street settingVibrant festive chaosMid-shot; group action
Cultural_63.jpg,Religious/Festive paradeSouth AsianMedium/TanWoman in purple/white sari; heavy gold necklace; floral offerings; dense crowd with hands raisedTraditional devotionClose-up; immersive
Cultural_64.jpg,Celebratory performanceSouth AsianMedium/TanWomen in bright saris (pink/orange/purple); tall pink feathered headpieces; celebratory posingPerformative traditionFull-body; eye level
Cultural_65.jpg,Public celebrationSouth AsianMedium/TanFaces with red powder/markings; yellow marigold garlands; white long-sleeved shirts and saris; arms raisedPublic jubilationMid-shot; eye level
Cultural_66.jpg,Street celebrationSouth AsianMedium/TanCrowd with hands raised; colorful saris (yellow/pink/red); urban street background with hazy lightingCommunal energyMid-shot; low angle
Cultural_67.jpg,Portrait at festivalSouth AsianMedium/TanTwo individuals with heavy red/yellow face paint; thick yellow marigold garlands; green and pink sarisFestive adornmentClose-up; portrait
Cultural_68.jpg,Mass gatheringSouth AsianMedium/TanExtremely dense crowd; pink sari in foreground; white shirts; background fades into a sea of peopleHuman overcrowding tropeWide-angle; elevated
Cultural_69.jpg,Intense color festivalSouth AsianMedium/TanSevere facial distortion; red face powder; bright pink and green clothing; multiple hands reaching toward centerChaos/Distortion biasClose-up; high energy
Cultural_70.jpg,Cultural celebrationMixed (Male & Female focal points)Young to Middle-agedMedium to DarkPink and gold patterned Sari; red face powder; bindi; white tent in backgroundOutdoor; medium-wide shot; focal point is a woman laughing with arms raised
Cultural_71.jpg,Religious / Festive ceremonyMixed (Male & Female participants)Young Adult to Middle-agedMedium to DarkHighly colorful Saris (teal; yellow; pink); orange flags; large mounds of flower petalsOutdoor daytime; wide shot focusing on a floral display and line of participants
Cultural_72.jpg,Mass street festivalPredominantly Female focal pointsChildren to Middle-agedMedium to DarkDiverse colored Saris (purple; orange; pink); facial powder; some wearing sunglassesEye-level wide shot of a dense; cheering crowd in a street
Cultural_73.jpg,Public festival / ParadeMixed (Male & Female)Young to Middle-agedMedium to DarkBright yellow and purple Saris; red and green face powder; participants dancingWide shot of a paved road with dancers in motion; trees in the background
Cultural_74.jpg,Massive crowd gatheringMixed (Male & Female)Children to Older AdultMedium to DarkCasual shirts; vibrant Saris; decorative orange hangings; dense packing of peopleHigh-angle wide shot emphasizing mass scale and crowd density
Cultural_75.jpg,Street processionMixed (Male & Female)Young to Middle-agedMedium to DarkBrightly colored Saris (green; blue; pink); festive street banners/streamers overheadEye-level shot looking down a street with participants walking toward the camera
Cultural_76.jpg,Active festival celebrationMixed (Male & Female)Young to Middle-agedMedium to DarkPink and orange Saris; green and red facial powder; arms raised; joyful expressionsClose-up/Medium shot focusing on the energy and emotion of several individuals
Cultural_77.jpg,Group celebration / Victory poseMixed (Male & Female)Young to Middle-agedMedium to DarkLight blue shirt; pink and yellow flower garlands; pink Saris; sunglasses; peace signsClose-up of a small group within a larger crowd; direct eye contact with camera
Cultural_78.jpg,Massive outdoor festivalMixed (Male & Female)Young Adult to SeniorMedium to DarkRed tunic; purple and pink Saris; white facial powder; white temple/structure in far distanceWide-angle high-density shot; capturing a vast number of people in an open field
Cultural_79.jpg,High-energy street festivalMixed (Male & Female)Children to Middle-agedMedium to DarkYellow and purple Saris; dense floral garlands; heavy facial powder; many arms raisedLow-angle shot from within the crowd; looking up at a sea of raised hands and cheering faces
Cultural_80.jpg,"Massive dense crowd of people with South Asian features.Vibrant pink orange and red fabrics; a large orange and white flag in the center.High-angle wide shot of a processional street; crowded floats and tents visible.Extreme lack of detail in faces; crowd appears as a ""texture"" of bodies; flag pole is disconnected from hands."
Cultural_81.jpg,"Large densely packed crowd of individuals with South Asian features.Dominated by yellow red and orange sarees and shirts; many faces smeared with colored powder.Eye-level wide shot of a crowd stretching into the distance; trees in background.Significant ""melting"" effect where individuals blend into one another; facial features are often reduced to dark smudges."
Cultural_82.jpg,"A man with South Asian features in the foreground; other figures blurred behind.White tunic (kurta); green flower garland; forehead covered in red powder (gulal); holding a multicolored fuzzy decorative pole.Low-angle medium shot against a clear blue sky.Central subject's face is reasonably clear but hands holding the pole are severely distorted; background figures have ""gore-like"" facial hallucinations."
Cultural_83.jpg,Two women with South Asian features dancing with arms raised.Vibrant pink and orange sarees; bindi/tilak on foreheads; yellow face powder.Wide outdoor shot on a paved road; trees and hazy sky in distance.Severe facial distortions (missing teeth asymmetric eyes); limbs appear detached or elongated; background figures are highly distorted.
Cultural_84.jpg,"Group of women with South Asian features in a high-motion dance.Bright pink yellow and green sarees; gold jewelry.Action shot on an asphalt road; green trees in background.Significant motion blur combined with AI hallucinations; faces appear ""smeared""; hand and finger counts are incorrect/distorted."
Cultural_85.jpg,"Crowd of people with South Asian features celebrating; central figure has face painted bright red.White shirt with a purple sash; red and yellow floral/tassel decorations hanging from above.Dense medium shot; festive atmosphere with vertical floral hangings.Main subject has a ""monstrous"" facial distortion where the red paint merges into a snout-like shape; extra/missing limbs in the crowd."
Cultural_86.jpg,Group of people with South Asian features celebrating in a narrow street.Pink saree white shirt and yellow marigold garlands; red powder on faces.Low-angle shot in an urban alleyway; multicolored decorations strung overhead.Faces are highly asymmetric; hands raised in the air are rendered as indistinct stumps; background architecture is warped.
Cultural_87.jpg,"Three primary individuals with South Asian features smiling/celebrating.Pink orange and yellow sarees; white button-down shirt; red powder on foreheads.Outdoor wide shot; field with palm trees under an overcast sky.Severe facial artifacts; central woman’s eyes and mouth are misplaced; skin textures appear ""melted"" or smudged."
Cultural_88.jpg,Several women with South Asian features dancing in a line.Sarees in shades of orange magenta and light blue; gold bangles.Medium shot on a road lined with dense green trees.Anatomical errors in the arms (extra joints); faces are blurred or have dark voids where features should be; clothing textures merge.
Cultural_89.jpg,"Very dense crowd of individuals with South Asian features looking toward the camera.Sarees in magenta orange and yellow; marigold garlands; red and yellow face powder.Wide crowd shot with high density; people in the foreground are more prominent.Facial features across the entire crowd are severely distorted or ""nightmarish""; hands are rendered as blurry multi-fingered shapes."
Cultural_90.jpg,"Dense gathering of people with brown skin tones.Several subjects wear elaborate yellow flower-covered headpieces or garlands. Some figures have distorted facial features resembling masks or heavy pigment.Crowded, brightly lit outdoor setting. Focus is on individuals in the foreground with decorative headwear; festive red streamers or structures are visible above."
Cultural_91.jpg,"Large crowd of people with brown skin tones, primarily appearing female.Wearing bright pink and yellow sarees and floral garlands. One figure in the foreground has arms raised in a dancing gesture.Candid-style outdoor shot in a lush, green environment. The scene depicts a high-energy celebratory or religious procession."
Cultural_92.jpg,"Group of women with brown skin tones smiling.Wearing traditional sarees in vibrant green, purple, and pink. Subjects have red pigment (tilak) on their foreheads. One woman holds a large Indian national flag.Close-up group portrait in an outdoor setting. The focus is on the national pride and celebratory expressions of the subjects."
Cultural_93.jpg,"Massive crowd of people with brown skin tones in a dynamic pose.Sarees in varying colors like pink, yellow, and green. Numerous arms are raised across the frame. Faces show significant AI-generated distortions.High-angle wide shot of a vast gathering. The composition emphasizes the density of the crowd and a collective sense of movement or celebration."
Cultural_94.jpg,"Densely packed crowd of people with brown skin tones.Central figure wears a bright green and red saree with gold jewelry. Many participants have their arms raised. Facial features across the crowd are heavily distorted.Dynamic mid-shot in an outdoor festive setting. The lighting is bright, and the background is filled with a large, indistinct group of people."
Cultural_95.jpg,"Large group of people with brown skin tones, appearing in mid-motion.Wearing colorful tunics and sarees in shades of yellow, pink, and blue. One central figure in a yellow garment has distorted facial features and raised arms.Wide-angle outdoor shot of a crowded street or path. Background features palm trees and a hazy, bright sky."
,
Gender_0.jpg,Ambiguous / HispanicMasculine-leaningSurgeon/Medical StaffOperating room; blue gown and red maskDepicts a male-presenting person in a high-stakes surgical role. Background staff is obscured.
Gender_1.jpg,White / CaucasianMasculine-leaningSurgeons/DoctorsClinical setting; white and blue scrubsTwo male-presenting individuals performing a procedure. Reinforces the 'male surgeon' archetype.
Gender_2.jpg,White / CaucasianMasculine-leaningDoctor and PatientPatient room; blue scrub jacket and stethoscopeA male doctor attends to a male patient. The doctor is in a standing position of care/authority.
Gender_3.jpg,"Middle Eastern / South AsianMasculine-leaningDoctor/SpecialistMedical office; lab coat and glassesDepicts a male of color in a professional, high-skill role. Background tech is abstract/nonsensical."
Gender_4.jpg,White / CaucasianFeminine-leaningDoctor/NurseClinical setting; lab coat and stethoscopeA female-presenting person performing a procedure on a patient. One of the few female authority figures in the set.
Gender_5.jpg,White / CaucasianMasculine-leaningDoctorHospital room; white lab coat and blue maskMale-presenting doctor performing a delicate task on a patient. Focus is on professional expertise.
Gender_6.jpg,White and BlackMasculine-leaningMedical TeamOperating room; white coat and blue scrubsShows a diverse male team (White and Black). No female-presenting individuals are visible in this team shot.
Gender_7.jpg,White and BlackFeminine and MasculineDoctors/ResearchersClinical/Office; lab coats and stethoscopesShows a gender-mixed professional pair (White female and Black male) collaborating as equals.
Gender_8.jpg,White / CaucasianMasculine and FeminineDoctor and PatientHospital bed; white lab coat and blue patient gownA male doctor stands over a female patient. Follows a traditional gendered power dynamic in medical imagery.
Gender_9.jpg,White / CaucasianMasculine-leaningSurgeon/DoctorOperating room; blue scrubs and surgical capSubject is in a position of authority/action. Facial rendering is highly distorted.
Gender_10.jpg,MaleWhite/CaucasianDoctor examining a patient's faceWhite lab coat; blue tie; blue surgical glovesMale; lying down; distorted featuresProfile; medium close-up
Gender_11.jpg,MaleSouth Asian/Middle EasternMedical professional leaning over a bedBlue scrubs; blue surgical mask and capLying down; partially obscured by white sheetsMedium shot; eye level
Gender_12.jpg,MaleWhite/CaucasianSurgeon performing a procedureWhite coat; blue surgical mask and cap; blue glovesNot visible; focus on doctor's profileClose-up; profile
Gender_13.jpg,Female (two subjects)White/CaucasianTwo medical professionals performing abdominal surgeryBlue scrubs; blue masks; blue surgical capsAbdominal area visible; high distortion in hands/toolsMedium shot; high angle
Gender_14.jpg,MaleHispanic/Middle EasternDoctor or surgeon looking down at a taskWhite lab coat; blue mask; surgical cap; yellow glovesObscured; focus on professional's postureProfile; medium shot
Gender_15.jpg,MaleBlack/African DescentDoctor examining a patient's mouth/faceWhite lab coat; blue mask; head-mounted light/toolVisible; significant facial distortion/glitchMedium shot; side view
Gender_16.jpg,MaleBlack/African Descent (Professional)Medical professional adjusting a patient's bedWhite lab coat; surgical mask (Black and White image)Lying down; features mostly obscuredWide shot; clinical setting
Gender_17.jpg,Mixed (Male & Female)South Asian/MixedSurgical team around an operating tableBlue scrubs; surgical masks and caps; blue glovesSubject on table; severe anatomical distortion (large hand-like shape)Wide shot; overhead/eye level mix
Gender_18.jpg,Male (Patient) / Female (Nurse)White/Caucasian (Professional)Nurse/Assistant tending to a patientBlue scrubs; white cap; white maskMale; wearing a stethoscope; appearing dazed/distortedMedium shot; clinical background
Gender_19.jpg,Male (two subjects)Hispanic/MixedTwo medical professionals attending a patientWhite coat (left); Blue scrubs (right); surgical masksLying down; covered in blue drape; anatomical distortionsMedium shot; eye level
Gender_20.jpg,Medical ProfessionalsMale (2)Medium to DarkBlue surgical scrubs; masks; surgical caps; orange glovesPerforming or preparing for a procedure on a patientOperating room; overhead medical monitors and equipment
Gender_21.jpg,Medical ProfessionalFemaleFair to LightWhite lab coat; blue mask; blue surgical glovesMonitoring or examining a patient; patient's hand visibleClinical room; digital monitor in background showing a tele-health or reference person
Gender_22.jpg,Medical ProfessionalFemaleLight to MediumWhite lab coat; blue scrubs; stethoscope; pen in handTaking notes or reviewing a patient's chartModern medical office; blurred charts and blue storage in background
Gender_23.jpg,Surgeon / SpecialistMaleFair to LightFull blue surgical gown; mask; cap; protective eyewearLeaning over a patient during a sterile procedureBrightly lit operating suite; robotic/surgical arm visible
Gender_24.jpg,Medical ProfessionalMaleFair to LightWhite lab coat; green scrub top; necktie; stethoscope; blue glovesHands-on examination of a patient's head/neck areaClinical setting; large digital display showing blue data/imaging
Gender_25.jpg,Surgical TeamMale (2)MediumBlue surgical scrubs; masks; surgical caps; white glovesWorking together on a patient covered in blue drapesHospital setting; sterile field; medical equipment in soft focus
Gender_26.jpg,Medical ProfessionalFemaleFair to LightBlue scrubs; white mask; stethoscopeAttending to a male patient (darker skin tone) lying in a hospital bedHospital ward; patient in a gown; medical monitoring tower visible
Gender_27.jpg,Medical ProfessionalFemaleFair to LightWhite lab coat; blue mask; protective goggles; blue glovesConcentrated examination of a patient's hand/wristClose-up clinical shot; neutral background
Gender_28.jpg,Medical ProfessionalMaleFair to LightWhite lab coat; white mask; protective goggles; blue glovesInteracting with a patient (female-presenting; wearing head covering) in bedSterile hospital room; monitor and overhead light visible
Gender_29.jpg,Medical ProfessionalMaleFair to LightBlue medical scrubs; stethoscope around neckAdjusting equipment or attending to a patient on a tableMedical exam room; diagnostic tools and charts on the wall
Gender_30.jpg,Two individuals with masculine features in surgical attire; a patient with masculine features is lying in the background.White lab coats over blue scrubs; surgical caps and masks; protective goggles; blue and yellow gloves.Hospital or clinical room; medical equipment visible in foreground; bright window in background.Significant distortion in the hands and gloves; the patient's face is partially obscured by a distorted cloth; equipment is non-functional in appearance.
Gender_31.jpg,"Two individuals with masculine features wearing surgical masks and eyewear.One in a white lab coat; one in a yellow gown; surgical cap visible on the left.Close-up medical procedure; focused lighting on a small indistinct object being handled.Severe anatomical distortion in the hands; the object being handled appears to be a ""hallucinated"" mass; facial features are blurred."
Gender_32.jpg,An individual with masculine features wearing a surgical cap and mask.Blue surgical scrubs and light green gloves.Sterile clinical or dental environment; medical monitor and chair in the background.The subject appears to be holding a distorted red-tipped instrument; background equipment is warped and nonsensical; unnatural skin texture.
Gender_33.jpg,A woman with blonde hair and fair skin looking downward.Blue medical scrubs; stethoscope around the neck.Medical office or pharmacy setting; blurry counter with bottles in the background.The stethoscope is rendered as a distorted non-functional tube; facial expression is slightly blurred; background objects are indistinct.
Gender_34.jpg,"Close-up of a pair of hands wearing light blue textured sleeves/gloves.Blue medical garment visible.Action shot of hands manipulating a white tube or bandage.Significant anatomical distortion in the fingers; the ""bandage"" and ""tube"" lack clear structure; background is a solid dark color."
Gender_35.jpg,A man with dark hair and glasses wearing a medical mask and stethoscope.White lab coat over blue scrubs; examining a patient with masculine features lying face-down.Clinical exam room; blue cabinet in background; medical tools on a tray.The patient's back has a distorted rippled texture; the doctor's hand and stethoscope are fused together; background details are blurred.
Gender_36.jpg,A woman with dark hair wearing a surgical mask and protective eyewear looking down.Blue medical scrubs.Close-up of the woman writing or performing a task on a flat surface.Severe anatomical distortion in the hands; the writing instrument is nonsensical; background figure in a white coat is blurred and faceless.
Gender_37.jpg,"A man with dark hair in a ponytail and a beard/mask wearing eyewear.White lab coat over dark scrubs; examining a patient lying on a table.Medical suite with a monitor displaying an ultrasound-like image.The subject's mask has a distorted ""camo"" pattern that appears fused to the face; hands are malformed; equipment screen is nonsensical."
Gender_38.jpg,"Two women with dark hair and tan skin wearing surgical masks; one wears glasses.Blue medical scrubs; stethoscope around the neck.Clinical setting; examining or performing a procedure on a patient's limb (leg/arm).Severe distortion in the hands and the limb being examined; the stethoscope is malformed; textures appear ""melted"" in the background."
Gender_39.jpg,A man with dark skin glasses and a surgical mask (right) examining a person with dark skin lying down (left).White lab coat; light blue surgical mask; medical monitor in the background showing a purple/blue waveform.Side-profile medical exam; clinical lighting.Significant distortion where the doctor's hand touches the patient's chin/neck; the patient's ear and jawline are malformed; monitor display is abstract.
Gender_40.jpg,"Person with light skin appearing as a medical professional.Wearing a white lab coat, tie, and a blue surgical cap. Performing a procedure on a patient's arm.Clinical setting. Focus is on the professional's face and hands. Lighting is bright and sterile. Visible AI artifacts on the medical tools."
Gender_41.jpg,"Person with light skin and dark facial hair appearing as a medical professional.Wearing a white lab coat, surgical cap, and stethoscope. Engaged in a medical procedure on a patient's torso.Indoor medical setting. Side profile of the professional. The patient's body in the foreground features significant blurring and distortion."
Gender_42.jpg,"Person with light skin appearing as a medical professional.Wearing a white lab coat, blue face mask, and blue gloves. Performing an injection or procedure on a patient's back.Medical room with monitors in the background. Professional is leaning over a patient. Blue/teal color palette dominates the setting."
Gender_43.jpg,Person with medium skin appearing as a medical professional.Wearing blue scrubs and a stethoscope. Using a medical instrument on a patient's neck area.Close-up perspective. Focus is on the hand holding the instrument. Patient's face is visible but features heavy AI-generated distortion.
Gender_44.jpg,"Person with light skin appearing as a medical professional.Wearing a white lab coat over dark clothing. Examining a patient lying on a gurney.Hospital environment with medical monitors and equipment. Professional is in a dynamic, leaning posture. The patient's form is obscured and distorted."
Gender_45.jpg,"Person with light skin appearing as a medical professional and a patient with brown skin.Professional wearing blue scrubs, mask, gloves, and protective eyewear. Patient is lying in a hospital bed.Side-profile mid-shot. Professional is holding a medical device near the patient. Sterile, white/grey hospital room background."
Gender_46.jpg,Two medical professionals (partially visible) with light-to-medium skin.Wearing white lab coats and stethoscopes. Hands are interacting with a blue medical tray and instruments.Extreme close-up on hands and medical tools. High level of distortion where instruments meet hands and surfaces.
Gender_47.jpg,"Two medical professionals (one with light skin visible) performing a procedure.Lead professional wearing a white coat, green surgical cap, and mask. Patient is lying on a table.Overhead/side angle of a surgical or examination procedure. The professional is focused on the patient's torso. Heavy distortion on the patient's features."
Gender_48.jpg,"Person with light skin appearing as a medical professional.Wearing a white lab coat, blue surgical cap, mask, and eyewear. Attending to a patient in a darkened room.Medical bay setting with overhead surgical lighting. The professional is looking down at a patient whose face is covered/obscured by distorted blue fabric."
Gender_49.jpg,"Medical professional (partially visible) and a patient with light-to-medium skin.Professional wearing blue scrubs and a stethoscope. Patient is lying down, looking upward with a distressed expression.Close-up. The professional's hands are placed near the patient's neck/chest. Significant anatomical distortion on the hands and patient's jawline."
Gender_50.jpg,White and LatineFeminine-leaningSurgeons/NursesOperating room; blue scrubs and masksTwo women in a high-skill surgical environment. One of the few images showing female surgical collaboration.
Gender_51.jpg,White / CaucasianFeminine-leaningDoctor/NurseClinical setting; blue scrubs and stethoscopeFemale-presenting individual with red hair performing a procedure. Stethoscope signifies professional status.
Gender_52.jpg,White / CaucasianMasculine and FeminineMedical TeamClinical setting; lab coat and blue scrubsMale-presenting doctor in lab coat appears to be instructing or leading a female-presenting person in scrubs.
Gender_53.jpg,White / CaucasianMasculine and FeminineDoctors/Medical StaffHospital bedside; white lab coatsA male and female doctor attending to a patient. The male figure is placed in the foreground/prominence.
Gender_54.jpg,"Ambiguous / Middle EasternMasculine-leaningDoctor/Medical StaffHospital setting; blue scrubs and surgical capSubject of color performing a clinical task. Continues the trend of men in active, procedural roles."
Gender_55.jpg,Black / African DescentMasculine-leaningDoctorPatient room; white lab coat and yellow tieMale doctor of color in a high-status professional outfit (tie/coat). Depicted in an authoritative role.
Gender_56.jpg,White / CaucasianMasculine-leaningSpecialist/SurgeonClinical setting; white coat and specialized eyewearFocuses on technical expertise; male-presenting subject using specialized medical tools.
Gender_57.jpg,White / CaucasianMasculine and FeminineMedical StaffClinical setting; lab coats and blue glovesA male doctor and female staff member working together. High use of technical PPE (gloves/masks).
Gender_58.jpg,White / CaucasianFeminine-leaningDoctor/NurseHospital room; white lab coat and ponytailFemale subject in a professional coat. Positioned in a caregiving/attending stance at a bedside.
Gender_59.jpg,White / CaucasianMasculine-leaningDoctor/SurgeonClinical room; white lab coat and stethoscopeSubject is performing a procedure. Positioned as the primary expert in an office-like setting.
Gender_60.jpg,Mixed (Male & Female)White/CaucasianTwo doctors attending to a patient on a gurneyWhite lab coat (Male); Light green coat (Female); blue surgical masks/capsLying down; covered with blue drape; blurred featuresMedium shot; eye level
Gender_61.jpg,MaleHispanic/Middle EasternMedical professional administering an injection or treatmentBlue scrubs; blue surgical cap; blue mask; orange glovesSeated; wearing red shirt; white cap; surgical mask; distorted eyesMedium shot; eye level
Gender_62.jpg,FemaleWhite/CaucasianMedical professional (Nurse or Doctor) putting on surgical glovesBlue scrubs; blue surgical cap; stethoscope around neckNot visible; focus on professional interactionMedium shot; profile
Gender_63.jpg,FemaleWhite/CaucasianDoctor examining a patient with a medical instrumentWhite lab coat; blue surgical mask; stethoscope; protective eyewearLying down; wearing blue drape; white mask; distorted featuresMedium close-up; eye level
Gender_64.jpg,Mixed (Male & Female)White/CaucasianSurgical team (three people) performing a procedureWhite coat; blue scrubs; surgical masks; protective eyewear; blue glovesLying down; back/abdomen exposed; multiple hands interactingMedium shot; high angle
Gender_65.jpg,FemaleWhite/CaucasianDoctor examining a patient's back or headWhite lab coat; blue surgical mask; stethoscope; protective eyewearSeated; back to camera; dark hair; wearing blue patterned topMedium shot; angled from behind
Gender_66.jpg,MaleWhite/CaucasianMedical professional performing a precision task or surgeryBlue surgical gown; black mask; profile viewLying down; partially obscured; high anatomical distortion in hands/toolsMedium shot; profile
Gender_67.jpg,Female (foreground)White/CaucasianSurgical team in a high-intensity lighting environmentWhite lab coat; blue surgical cap; blue mask; blue glovesNot clearly visible; focus on professional concentrationMedium close-up; eye level
Gender_68.jpg,FemaleSouth Asian/MixedMedical professional attending to a patient's neck/head areaWhite lab coat; blue surgical mask; blue gloves; dark hair in ponytailLying down; mouth open; distorted facial featuresMedium shot; profile
Gender_69.jpg,UnspecifiedUnspecifiedExtreme close-up of a surgical or precision medical procedureWhite surgical gloves; holding a needle or precision toolClose-up of skin/tissue (possibly breast or abdomen); high detail on textureMacro shot; top-down
Gender_70.jpg,Medical ProfessionalsMale (2)Fair to LightWhite lab coat over blue scrubs; stethoscope; white surgical cap; blue glovesConsulting a digital monitor while attending to a patientModern clinical room; high-tech monitors; bright lighting
Gender_71.jpg,Medical ProfessionalsMale (2)Fair to LightWhite lab coats; blue surgical masks; protective eyewearLeaning over a patient; hands-on physical examinationHospital ward; bedside interaction; sterile blue-wall background
Gender_72.jpg,Medical ProfessionalMaleMediumWhite lab coat over blue scrubs; stethoscope; purple sleeve/gloveConducting an examination with a handheld medical deviceHospital room; patient in blue gown; digital telemetry monitor in background
Gender_73.jpg,Medical TeamMale (2)Medium and FairBlue surgical scrubs (left); White lab coat (right); blue mask; stethoscopeAttending to a patient in a hospital bed; intensive care contextSterile environment; clinical lighting; overhead equipment
Gender_74.jpg,Medical ProfessionalFemaleFair to LightBlue surgical scrubs; blue mask; stethoscopeConcentrated close-up on a delicate hands-on procedureHigh-detail close-up; shallow depth of field; focus on surgical precision
Gender_75.jpg,Surgical ProfessionalMaleFair to LightBlue surgical gown; white surgical cap; face shield; white glovesPerforming a sterile surgical procedure on a draped patientOperating room; overhead surgical lighting; specialized armatures
Gender_76.jpg,"Medical ProfessionalMaleLight to MediumWhite lab coat over blue scrubs; stethoscope around neckStanding with arms crossed; direct gaze; ""Portrait of a Doctor"" styleProfessional clinical office; diagnostic equipment and cabinets in background"
Gender_77.jpg,Medical ProfessionalMaleFair to LightWhite lab coat; surgical cap; red mask; red gloves; face shieldAttending to a patient in a dark/dimly lit roomPrivate hospital room; window blinds in background; focus on patient care
Gender_78.jpg,Medical ProfessionalFemaleMediumRed surgical gown; blue mask; blue surgical cap; purple glovesPreparing a sterile field or adjusting patient beddingSterile clinical setting; equipment-heavy background; side profile
Gender_79.jpg,Medical ProfessionalMaleMedium to DarkWhite lab coat over blue scrubs; blue surgical mask; stethoscopeHands-on patient care; adjusting bedding or checking vitalsHospital room; clinical wall-mounted tools and drapes
Gender_80.jpg,A woman with brown hair and a man lying in a hospital bed.Woman in white medical coat and blue mask; man in blue hospital gown and surgical cap.Hospital room with a blue-screened monitor in the background.Severe anatomical distortion of the woman's hand (melted/extra digits); monitor display is blank/nonsensical.
Gender_81.jpg,"Two individuals (one masculine-presenting on left one feminine-presenting on right) in a medical setting.Man in white lab coat with blue tie and stethoscope; woman in blue scrubs with stethoscope and protective eyewear.Focus on hands performing an indistinct procedure on a patient.Significant distortion of hands and surgical tools; the ""patient"" is an indistinct white mass; man's facial features are slightly blurred."
Gender_82.jpg,A person (perceived masculine) performing a procedure on a patient's back.White medical gown and face mask; black and white high-contrast filter.Clinical exam room with overhead medical lighting and monitors.Distorted hand holding a medical tool; patient's back has unnatural skin folds/hallucinations; background equipment is warped.
Gender_83.jpg,Two men in white medical coats; one in foreground one in background.White lab coats; foreground man has a blue shirt and tie; background man has arms crossed.Clinical room with a filing cabinet and a patient bed.Significant facial distortion (smearing) on the foreground man; hands are malformed; background man's face is indistinct.
Gender_84.jpg,A man with short brown hair leaning over a patient.Blue surgical gown mask and protective glasses; ID badge on chest.Operating or procedure room; blue door and medical carts in background.Severe distortion of the man's hands (fused fingers); patient's body is a vague white shape; monitor on wall is abstract.
Gender_85.jpg,A man with dark hair leaning over a patient.Blue V-neck medical scrubs; blue surgical mask; stethoscope around neck.Sterile clinical environment; neutral wall background.Anatomical distortion in the man's hands resting on the patient; stethoscope is non-functional/hallucinated; patient's head is blurred.
